event_id,state,state_fips,cz_fips,cz_name,begin_location,event_type,cz_type,begin_day,begin_month,begin_year,end_day,end_year,end_month,event_type_coarse
600563,NEW YORK,36,103,SUFFOLK,SETAUKET,Thunderstorm Wind,C,4,8,2015,4,2015,8,Thunderstorm
600564,NEW YORK,36,103,SUFFOLK,ST JAMES,Thunderstorm Wind,C,4,8,2015,4,2015,8,Thunderstorm
600574,NEW YORK,36,103,SUFFOLK,MILLER PLACE,Thunderstorm Wind,C,4,8,2015,4,2015,8,Thunderstorm
600575,NEW YORK,36,103,SUFFOLK,KINGS PARK,Thunderstorm Wind,C,4,8,2015,4,2015,8,Thunderstorm
600577,NEW YORK,36,103,SUFFOLK,RIDGE,Thunderstorm Wind,C,4,8,2015,4,2015,8,Thunderstorm
658152,NEW YORK,36,103,SUFFOLK,EAST MARION,Lightning,C,10,8,2016,10,2016,8,Thunderstorm
658154,NEW YORK,36,103,SUFFOLK,NOYACK,Lightning,C,10,8,2016,10,2016,8,Thunderstorm
658155,NEW YORK,36,103,SUFFOLK,SAG HARBOR,Lightning,C,10,8,2016,10,2016,8,Thunderstorm
658156,NEW YORK,36,103,SUFFOLK,AMAGANSETT,Lightning,C,10,8,2016,10,2016,8,Thunderstorm
658160,NEW YORK,36,103,SUFFOLK,MATTITUCK,Thunderstorm Wind,C,10,8,2016,10,2016,8,Thunderstorm
658161,NEW YORK,36,103,SUFFOLK,BEIXEDON ESTATES,Thunderstorm Wind,C,10,8,2016,10,2016,8,Thunderstorm
656252,NEW YORK,36,103,SUFFOLK,REYDON SHRS,Flash Flood,C,10,8,2016,10,2016,8,Flood
656331,NEW YORK,36,103,SUFFOLK,ELWOOD,Flash Flood,C,20,8,2016,20,2016,8,Flood
658137,NEW YORK,36,59,NASSAU,GLENWOOD LNDG,Thunderstorm Wind,C,11,8,2016,11,2016,8,Thunderstorm
658153,NEW YORK,36,103,SUFFOLK,BEIXEDON ESTATES,Lightning,C,10,8,2016,10,2016,8,Thunderstorm
656247,NEW YORK,36,103,SUFFOLK,DERING HARBOUR,Flash Flood,C,10,8,2016,10,2016,8,Flood
656250,NEW YORK,36,103,SUFFOLK,NASSAU FARMS,Flash Flood,C,10,8,2016,10,2016,8,Flood
656314,NEW YORK,36,103,SUFFOLK,NEW SUFFOLK,Flash Flood,C,20,8,2016,20,2016,8,Flood
656316,NEW YORK,36,103,SUFFOLK,EAST HUNTINGTON,Flash Flood,C,20,8,2016,20,2016,8,Flood
656317,NEW YORK,36,103,SUFFOLK,NORTHVILLE,Flash Flood,C,20,8,2016,20,2016,8,Flood
656318,NEW YORK,36,103,SUFFOLK,MIDDLEVILLE,Flash Flood,C,20,8,2016,20,2016,8,Flood
656329,NEW YORK,36,103,SUFFOLK,HALESITE,Flash Flood,C,20,8,2016,20,2016,8,Flood
656333,NEW YORK,36,103,SUFFOLK,KINGS PARK,Flash Flood,C,20,8,2016,20,2016,8,Flood
658123,NEW YORK,36,59,NASSAU,GLEN COVE,Thunderstorm Wind,C,12,8,2016,12,2016,8,Thunderstorm
656337,NEW YORK,36,103,SUFFOLK,HALESITE,Flash Flood,C,20,8,2016,20,2016,8,Flood
656339,NEW YORK,36,103,SUFFOLK,WEST HUNTINGTON,Flash Flood,C,20,8,2016,20,2016,8,Flood
656341,NEW YORK,36,103,SUFFOLK,HALESITE,Flash Flood,C,20,8,2016,20,2016,8,Flood
658117,NEW YORK,36,59,NASSAU,OYSTER BAY COVE,Thunderstorm Wind,C,12,8,2016,12,2016,8,Thunderstorm
658120,NEW YORK,36,103,SUFFOLK,LLOYD HARBOR,Thunderstorm Wind,C,12,8,2016,12,2016,8,Thunderstorm
658133,NEW YORK,36,59,NASSAU,ROSLYN ESTATES,Thunderstorm Wind,C,11,8,2016,11,2016,8,Thunderstorm
658134,NEW YORK,36,59,NASSAU,LAUREL HOLLOW,Thunderstorm Wind,C,11,8,2016,11,2016,8,Thunderstorm
717856,NEW YORK,36,81,QUEENS,RICHMOND HILL,Flash Flood,C,4,8,2017,4,2017,8,Flood
719546,NEW YORK,36,103,SUFFOLK,WEST HILLS,Flash Flood,C,18,8,2017,18,2017,8,Flood
719551,NEW YORK,36,103,SUFFOLK,NORTHPORT,Flash Flood,C,18,8,2017,18,2017,8,Flood
719552,NEW YORK,36,103,SUFFOLK,WADING RIVER,Flash Flood,C,18,8,2017,18,2017,8,Flood
719544,NEW YORK,36,59,NASSAU,KENSINGTON,Flash Flood,C,18,8,2017,18,2017,8,Flood
719553,NEW YORK,36,103,SUFFOLK,LAUREL,Flash Flood,C,18,8,2017,18,2017,8,Flood
719545,NEW YORK,36,103,SUFFOLK,HALESITE,Flash Flood,C,18,8,2017,18,2017,8,Flood
719547,NEW YORK,36,59,NASSAU,FARMINGDALE,Flash Flood,C,18,8,2017,18,2017,8,Flood
781581,NEW YORK,36,103,SUFFOLK,SAN REMO,Lightning,C,18,8,2018,18,2018,8,Thunderstorm
779531,NEW YORK,36,81,QUEENS,CORONA,Flash Flood,C,7,8,2018,7,2018,8,Flood
779534,NEW YORK,36,103,SUFFOLK,BABYLON,Flash Flood,C,7,8,2018,7,2018,8,Flood
781375,NEW YORK,36,81,QUEENS,COLLEGE PT,Thunderstorm Wind,C,2,8,2018,2,2018,8,Thunderstorm
779610,NEW YORK,36,81,QUEENS,BROAD CHANNEL,Flash Flood,C,11,8,2018,11,2018,8,Flood
779619,NEW YORK,36,81,QUEENS,BROADWAY,Flash Flood,C,11,8,2018,11,2018,8,Flood
779809,NEW YORK,36,103,SUFFOLK,MORICHES,Flash Flood,C,12,8,2018,12,2018,8,Flood
779813,NEW YORK,36,103,SUFFOLK,QUIOGUE,Flash Flood,C,12,8,2018,12,2018,8,Flood
779814,NEW YORK,36,59,NASSAU,NORTH BELLMORE,Flash Flood,C,12,8,2018,12,2018,8,Flood
779815,NEW YORK,36,59,NASSAU,NORTH BELLMORE,Flash Flood,C,12,8,2018,12,2018,8,Flood
779816,NEW YORK,36,59,NASSAU,NORTH BELLMORE,Flash Flood,C,12,8,2018,12,2018,8,Flood
779834,NEW YORK,36,59,NASSAU,BALDWIN,Flash Flood,C,12,8,2018,12,2018,8,Flood
779843,NEW YORK,36,59,NASSAU,NORTH BELLMORE,Flash Flood,C,12,8,2018,12,2018,8,Flood
779839,NEW YORK,36,59,NASSAU,NORTH BELLMORE,Flash Flood,C,12,8,2018,12,2018,8,Flood
781551,NEW YORK,36,81,QUEENS,ST ALBANS,Lightning,C,7,8,2018,7,2018,8,Thunderstorm
781579,NEW YORK,36,103,SUFFOLK,LAKE RONKONKOMA,Lightning,C,18,8,2018,18,2018,8,Thunderstorm
781944,NEW YORK,36,103,SUFFOLK,GREENPORT,Flash Flood,C,13,8,2018,13,2018,8,Flood
781553,NEW YORK,36,81,QUEENS,FLUSHING,Lightning,C,7,8,2018,7,2018,8,Thunderstorm
781554,NEW YORK,36,59,NASSAU,HEMPSTEAD,Lightning,C,7,8,2018,7,2018,8,Thunderstorm
781567,NEW YORK,36,59,NASSAU,LAFFINGTOWN,Thunderstorm Wind,C,9,8,2018,9,2018,8,Thunderstorm
781569,NEW YORK,36,103,SUFFOLK,COMMACK,Thunderstorm Wind,C,9,8,2018,9,2018,8,Thunderstorm
781573,NEW YORK,36,103,SUFFOLK,RIDGE,Thunderstorm Wind,C,11,8,2018,11,2018,8,Thunderstorm
779812,NEW YORK,36,103,SUFFOLK,SHIRLEY,Flash Flood,C,12,8,2018,12,2018,8,Flood
844953,NEW YORK,36,81,QUEENS,CORONA,Thunderstorm Wind,C,8,8,2019,8,2019,8,Thunderstorm
844957,NEW YORK,36,59,NASSAU,LAKE VIEW,Thunderstorm Wind,C,8,8,2019,8,2019,8,Thunderstorm
845346,NEW YORK,36,59,NASSAU,LAFFINGTOWN,Thunderstorm Wind,C,19,8,2019,19,2019,8,Thunderstorm
848857,NEW YORK,36,59,NASSAU,WANTAGH,Thunderstorm Wind,C,22,8,2019,22,2019,8,Thunderstorm
848858,NEW YORK,36,59,NASSAU,WANTAGH,Thunderstorm Wind,C,22,8,2019,22,2019,8,Thunderstorm
848859,NEW YORK,36,59,NASSAU,WANTAGH,Thunderstorm Wind,C,22,8,2019,22,2019,8,Thunderstorm
848936,NEW YORK,36,103,SUFFOLK,AMITYVILLE,Thunderstorm Wind,C,22,8,2019,22,2019,8,Thunderstorm
848937,NEW YORK,36,103,SUFFOLK,AMITYVILLE ARPT,Thunderstorm Wind,C,22,8,2019,22,2019,8,Thunderstorm
848938,NEW YORK,36,103,SUFFOLK,AMITYVILLE ARPT,Thunderstorm Wind,C,22,8,2019,22,2019,8,Thunderstorm
848939,NEW YORK,36,103,SUFFOLK,BABYLON,Thunderstorm Wind,C,22,8,2019,22,2019,8,Thunderstorm
848940,NEW YORK,36,103,SUFFOLK,WEST BAY SHR,Thunderstorm Wind,C,22,8,2019,22,2019,8,Thunderstorm
848942,NEW YORK,36,103,SUFFOLK,WEST BAY SHR,Thunderstorm Wind,C,22,8,2019,22,2019,8,Thunderstorm
848943,NEW YORK,36,103,SUFFOLK,PINE AIRE,Thunderstorm Wind,C,22,8,2019,22,2019,8,Thunderstorm
848944,NEW YORK,36,103,SUFFOLK,BABYLON,Thunderstorm Wind,C,22,8,2019,22,2019,8,Thunderstorm
848945,NEW YORK,36,103,SUFFOLK,ISLIP TERRACE,Thunderstorm Wind,C,22,8,2019,22,2019,8,Thunderstorm
848946,NEW YORK,36,103,SUFFOLK,SAYVILLE,Thunderstorm Wind,C,22,8,2019,22,2019,8,Thunderstorm
848947,NEW YORK,36,103,SUFFOLK,BOHEMIA,Thunderstorm Wind,C,22,8,2019,22,2019,8,Thunderstorm
848948,NEW YORK,36,103,SUFFOLK,BOHEMIA,Thunderstorm Wind,C,22,8,2019,22,2019,8,Thunderstorm
848949,NEW YORK,36,103,SUFFOLK,(ISP)MC ARTHUR FLD I,Thunderstorm Wind,C,22,8,2019,22,2019,8,Thunderstorm
848950,NEW YORK,36,103,SUFFOLK,LAKE RONKONKOMA,Thunderstorm Wind,C,22,8,2019,22,2019,8,Thunderstorm
848951,NEW YORK,36,103,SUFFOLK,NESCONSET,Thunderstorm Wind,C,22,8,2019,22,2019,8,Thunderstorm
848952,NEW YORK,36,103,SUFFOLK,LAKE RONKONKOMA,Thunderstorm Wind,C,22,8,2019,22,2019,8,Thunderstorm
848953,NEW YORK,36,103,SUFFOLK,AMITYVILLE,Thunderstorm Wind,C,22,8,2019,22,2019,8,Thunderstorm
848954,NEW YORK,36,103,SUFFOLK,YAPHANK,Thunderstorm Wind,C,22,8,2019,22,2019,8,Thunderstorm
848955,NEW YORK,36,103,SUFFOLK,YAPHANK,Thunderstorm Wind,C,22,8,2019,22,2019,8,Thunderstorm
848956,NEW YORK,36,103,SUFFOLK,YAPHANK,Thunderstorm Wind,C,22,8,2019,22,2019,8,Thunderstorm
848962,NEW YORK,36,103,SUFFOLK,SHELTER IS,Thunderstorm Wind,C,22,8,2019,22,2019,8,Thunderstorm
848941,NEW YORK,36,103,SUFFOLK,NORTH BABYLON,Thunderstorm Wind,C,22,8,2019,22,2019,8,Thunderstorm
913344,NEW YORK,36,103,SUFFOLK,OLD FIELD,Thunderstorm Wind,C,25,8,2020,25,2020,8,Thunderstorm
913345,NEW YORK,36,81,QUEENS,RICHMOND HILL,Thunderstorm Wind,C,25,8,2020,25,2020,8,Thunderstorm
915352,NEW YORK,36,59,NASSAU,SANDS PT,Flash Flood,C,13,8,2020,13,2020,8,Flood
915354,NEW YORK,36,59,NASSAU,GLENWOOD LNDG,Flash Flood,C,13,8,2020,13,2020,8,Flood
909565,NEW YORK,36,103,SUFFOLK,COPIAGUE,Thunderstorm Wind,C,3,8,2020,3,2020,8,Thunderstorm
909527,NEW YORK,36,59,NASSAU,LAFFINGTOWN,Thunderstorm Wind,C,3,8,2020,3,2020,8,Thunderstorm
909526,NEW YORK,36,59,NASSAU,MERRICK,Thunderstorm Wind,C,3,8,2020,3,2020,8,Thunderstorm
915351,NEW YORK,36,59,NASSAU,GREENVALE,Flash Flood,C,13,8,2020,13,2020,8,Flood
921069,NEW YORK,36,103,SUFFOLK,CUTCHOGUE,Thunderstorm Wind,C,27,8,2020,27,2020,8,Thunderstorm
921070,NEW YORK,36,103,SUFFOLK,EAST CUTCHOGUE,Thunderstorm Wind,C,27,8,2020,27,2020,8,Thunderstorm
921071,NEW YORK,36,103,SUFFOLK,BEIXEDON ESTATES,Thunderstorm Wind,C,27,8,2020,27,2020,8,Thunderstorm
921072,NEW YORK,36,103,SUFFOLK,GREENPORT,Thunderstorm Wind,C,27,8,2020,27,2020,8,Thunderstorm
921136,NEW YORK,36,59,NASSAU,EAST ROCKAWAY,Thunderstorm Wind,C,27,8,2020,27,2020,8,Thunderstorm
921137,NEW YORK,36,59,NASSAU,ATLANTIC BEACH,Thunderstorm Wind,C,27,8,2020,27,2020,8,Thunderstorm
921164,NEW YORK,36,103,SUFFOLK,CENTEREACH,Hail,C,27,8,2020,27,2020,8,Thunderstorm
