event_id,state,state_fips,cz_fips,cz_name,begin_location,event_type,cz_type,begin_day,begin_month,begin_year,end_day,end_year,end_month,event_type_coarse,date,gsb95_ndvi,gsb19_ndvi,gsb_95_00_ndvi,jb95_ndvi,jb19_ndvi,jb_95_00_ndvi,sob95_ndvi,sob19_ndvi,sob_95_00_ndvi,day,monthly_msl
133603,NEW YORK,36,103,SUFFOLK,MILLER PLACE,Hail,C,15,8,2008,15,2008,8,Thunderstorm,2008-08-06,NA,NA,NA,-0.022,-0.139,-0.312,NA,NA,NA,6,0.064
133603,NEW YORK,36,103,SUFFOLK,MILLER PLACE,Hail,C,15,8,2008,15,2008,8,Thunderstorm,2008-08-22,NA,NA,NA,-0.064,-0.016,-0.083,NA,NA,NA,22,0.064
133544,NEW YORK,36,59,NASSAU,KINGS PT,Hail,C,11,8,2008,11,2008,8,Thunderstorm,2008-08-15,0.161,0.397,0.177,0.039,0.045,-0.052,0.368,0.205,0.086,15,0.064
133544,NEW YORK,36,59,NASSAU,KINGS PT,Hail,C,11,8,2008,11,2008,8,Thunderstorm,2008-08-31,0.222,0.431,0.464,0.035,0.085,-0.08,0.433,0.034,-0.159,31,0.064
133544,NEW YORK,36,59,NASSAU,KINGS PT,Hail,C,11,8,2008,11,2008,8,Thunderstorm,2008-08-06,NA,NA,NA,-0.022,-0.139,-0.312,NA,NA,NA,6,0.064
133544,NEW YORK,36,59,NASSAU,KINGS PT,Hail,C,11,8,2008,11,2008,8,Thunderstorm,2008-08-22,NA,NA,NA,-0.064,-0.016,-0.083,NA,NA,NA,22,0.064
133547,NEW YORK,36,59,NASSAU,GLENWOOD LNDG,Hail,C,11,8,2008,11,2008,8,Thunderstorm,2008-08-15,0.161,0.397,0.177,0.039,0.045,-0.052,0.368,0.205,0.086,15,0.064
133547,NEW YORK,36,59,NASSAU,GLENWOOD LNDG,Hail,C,11,8,2008,11,2008,8,Thunderstorm,2008-08-31,0.222,0.431,0.464,0.035,0.085,-0.08,0.433,0.034,-0.159,31,0.064
133547,NEW YORK,36,59,NASSAU,GLENWOOD LNDG,Hail,C,11,8,2008,11,2008,8,Thunderstorm,2008-08-06,NA,NA,NA,-0.022,-0.139,-0.312,NA,NA,NA,6,0.064
133547,NEW YORK,36,59,NASSAU,GLENWOOD LNDG,Hail,C,11,8,2008,11,2008,8,Thunderstorm,2008-08-22,NA,NA,NA,-0.064,-0.016,-0.083,NA,NA,NA,22,0.064
133548,NEW YORK,36,59,NASSAU,BAXTER ESTATES,Hail,C,11,8,2008,11,2008,8,Thunderstorm,2008-08-15,0.161,0.397,0.177,0.039,0.045,-0.052,0.368,0.205,0.086,15,0.064
133548,NEW YORK,36,59,NASSAU,BAXTER ESTATES,Hail,C,11,8,2008,11,2008,8,Thunderstorm,2008-08-31,0.222,0.431,0.464,0.035,0.085,-0.08,0.433,0.034,-0.159,31,0.064
133548,NEW YORK,36,59,NASSAU,BAXTER ESTATES,Hail,C,11,8,2008,11,2008,8,Thunderstorm,2008-08-06,NA,NA,NA,-0.022,-0.139,-0.312,NA,NA,NA,6,0.064
133548,NEW YORK,36,59,NASSAU,BAXTER ESTATES,Hail,C,11,8,2008,11,2008,8,Thunderstorm,2008-08-22,NA,NA,NA,-0.064,-0.016,-0.083,NA,NA,NA,22,0.064
133551,NEW YORK,36,59,NASSAU,BAYVILLE,Hail,C,11,8,2008,11,2008,8,Thunderstorm,2008-08-15,0.161,0.397,0.177,0.039,0.045,-0.052,0.368,0.205,0.086,15,0.064
133551,NEW YORK,36,59,NASSAU,BAYVILLE,Hail,C,11,8,2008,11,2008,8,Thunderstorm,2008-08-31,0.222,0.431,0.464,0.035,0.085,-0.08,0.433,0.034,-0.159,31,0.064
133551,NEW YORK,36,59,NASSAU,BAYVILLE,Hail,C,11,8,2008,11,2008,8,Thunderstorm,2008-08-06,NA,NA,NA,-0.022,-0.139,-0.312,NA,NA,NA,6,0.064
133551,NEW YORK,36,59,NASSAU,BAYVILLE,Hail,C,11,8,2008,11,2008,8,Thunderstorm,2008-08-22,NA,NA,NA,-0.064,-0.016,-0.083,NA,NA,NA,22,0.064
133552,NEW YORK,36,59,NASSAU,GLEN COVE,Hail,C,11,8,2008,11,2008,8,Thunderstorm,2008-08-15,0.161,0.397,0.177,0.039,0.045,-0.052,0.368,0.205,0.086,15,0.064
133552,NEW YORK,36,59,NASSAU,GLEN COVE,Hail,C,11,8,2008,11,2008,8,Thunderstorm,2008-08-31,0.222,0.431,0.464,0.035,0.085,-0.08,0.433,0.034,-0.159,31,0.064
133552,NEW YORK,36,59,NASSAU,GLEN COVE,Hail,C,11,8,2008,11,2008,8,Thunderstorm,2008-08-06,NA,NA,NA,-0.022,-0.139,-0.312,NA,NA,NA,6,0.064
133552,NEW YORK,36,59,NASSAU,GLEN COVE,Hail,C,11,8,2008,11,2008,8,Thunderstorm,2008-08-22,NA,NA,NA,-0.064,-0.016,-0.083,NA,NA,NA,22,0.064
133554,NEW YORK,36,103,SUFFOLK,EAST SETAUKET,Hail,C,11,8,2008,11,2008,8,Thunderstorm,2008-08-15,0.161,0.397,0.177,0.039,0.045,-0.052,0.368,0.205,0.086,15,0.064
133554,NEW YORK,36,103,SUFFOLK,EAST SETAUKET,Hail,C,11,8,2008,11,2008,8,Thunderstorm,2008-08-31,0.222,0.431,0.464,0.035,0.085,-0.08,0.433,0.034,-0.159,31,0.064
133554,NEW YORK,36,103,SUFFOLK,EAST SETAUKET,Hail,C,11,8,2008,11,2008,8,Thunderstorm,2008-08-06,NA,NA,NA,-0.022,-0.139,-0.312,NA,NA,NA,6,0.064
133554,NEW YORK,36,103,SUFFOLK,EAST SETAUKET,Hail,C,11,8,2008,11,2008,8,Thunderstorm,2008-08-22,NA,NA,NA,-0.064,-0.016,-0.083,NA,NA,NA,22,0.064
133555,NEW YORK,36,59,NASSAU,BAXTER ESTATES,Hail,C,11,8,2008,11,2008,8,Thunderstorm,2008-08-15,0.161,0.397,0.177,0.039,0.045,-0.052,0.368,0.205,0.086,15,0.064
133555,NEW YORK,36,59,NASSAU,BAXTER ESTATES,Hail,C,11,8,2008,11,2008,8,Thunderstorm,2008-08-31,0.222,0.431,0.464,0.035,0.085,-0.08,0.433,0.034,-0.159,31,0.064
133555,NEW YORK,36,59,NASSAU,BAXTER ESTATES,Hail,C,11,8,2008,11,2008,8,Thunderstorm,2008-08-06,NA,NA,NA,-0.022,-0.139,-0.312,NA,NA,NA,6,0.064
133555,NEW YORK,36,59,NASSAU,BAXTER ESTATES,Hail,C,11,8,2008,11,2008,8,Thunderstorm,2008-08-22,NA,NA,NA,-0.064,-0.016,-0.083,NA,NA,NA,22,0.064
133557,NEW YORK,36,103,SUFFOLK,BELLE TERRE,Hail,C,11,8,2008,11,2008,8,Thunderstorm,2008-08-15,0.161,0.397,0.177,0.039,0.045,-0.052,0.368,0.205,0.086,15,0.064
133557,NEW YORK,36,103,SUFFOLK,BELLE TERRE,Hail,C,11,8,2008,11,2008,8,Thunderstorm,2008-08-31,0.222,0.431,0.464,0.035,0.085,-0.08,0.433,0.034,-0.159,31,0.064
133557,NEW YORK,36,103,SUFFOLK,BELLE TERRE,Hail,C,11,8,2008,11,2008,8,Thunderstorm,2008-08-06,NA,NA,NA,-0.022,-0.139,-0.312,NA,NA,NA,6,0.064
133557,NEW YORK,36,103,SUFFOLK,BELLE TERRE,Hail,C,11,8,2008,11,2008,8,Thunderstorm,2008-08-22,NA,NA,NA,-0.064,-0.016,-0.083,NA,NA,NA,22,0.064
133131,NEW YORK,36,103,SUFFOLK,LOULEYVILLE,Hail,C,14,8,2008,14,2008,8,Thunderstorm,2008-08-15,0.161,0.397,0.177,0.039,0.045,-0.052,0.368,0.205,0.086,15,0.064
133131,NEW YORK,36,103,SUFFOLK,LOULEYVILLE,Hail,C,14,8,2008,14,2008,8,Thunderstorm,2008-08-31,0.222,0.431,0.464,0.035,0.085,-0.08,0.433,0.034,-0.159,31,0.064
133131,NEW YORK,36,103,SUFFOLK,LOULEYVILLE,Hail,C,14,8,2008,14,2008,8,Thunderstorm,2008-08-06,NA,NA,NA,-0.022,-0.139,-0.312,NA,NA,NA,6,0.064
133131,NEW YORK,36,103,SUFFOLK,LOULEYVILLE,Hail,C,14,8,2008,14,2008,8,Thunderstorm,2008-08-22,NA,NA,NA,-0.064,-0.016,-0.083,NA,NA,NA,22,0.064
131134,NEW YORK,36,59,NASSAU,MINEOLA,Flash Flood,C,14,8,2008,14,2008,8,Flood,2008-08-15,0.161,0.397,0.177,0.039,0.045,-0.052,0.368,0.205,0.086,15,0.064
131134,NEW YORK,36,59,NASSAU,MINEOLA,Flash Flood,C,14,8,2008,14,2008,8,Flood,2008-08-31,0.222,0.431,0.464,0.035,0.085,-0.08,0.433,0.034,-0.159,31,0.064
131134,NEW YORK,36,59,NASSAU,MINEOLA,Flash Flood,C,14,8,2008,14,2008,8,Flood,2008-08-06,NA,NA,NA,-0.022,-0.139,-0.312,NA,NA,NA,6,0.064
131134,NEW YORK,36,59,NASSAU,MINEOLA,Flash Flood,C,14,8,2008,14,2008,8,Flood,2008-08-22,NA,NA,NA,-0.064,-0.016,-0.083,NA,NA,NA,22,0.064
133542,NEW YORK,36,81,QUEENS,CORONA,Hail,C,11,8,2008,11,2008,8,Thunderstorm,2008-08-15,0.161,0.397,0.177,0.039,0.045,-0.052,0.368,0.205,0.086,15,0.064
133542,NEW YORK,36,81,QUEENS,CORONA,Hail,C,11,8,2008,11,2008,8,Thunderstorm,2008-08-31,0.222,0.431,0.464,0.035,0.085,-0.08,0.433,0.034,-0.159,31,0.064
133542,NEW YORK,36,81,QUEENS,CORONA,Hail,C,11,8,2008,11,2008,8,Thunderstorm,2008-08-06,NA,NA,NA,-0.022,-0.139,-0.312,NA,NA,NA,6,0.064
133542,NEW YORK,36,81,QUEENS,CORONA,Hail,C,11,8,2008,11,2008,8,Thunderstorm,2008-08-22,NA,NA,NA,-0.064,-0.016,-0.083,NA,NA,NA,22,0.064
133395,NEW YORK,36,103,SUFFOLK,JAMESPORT,Thunderstorm Wind,C,7,8,2008,7,2008,8,Thunderstorm,2008-08-15,0.161,0.397,0.177,0.039,0.045,-0.052,0.368,0.205,0.086,15,0.064
133395,NEW YORK,36,103,SUFFOLK,JAMESPORT,Thunderstorm Wind,C,7,8,2008,7,2008,8,Thunderstorm,2008-08-31,0.222,0.431,0.464,0.035,0.085,-0.08,0.433,0.034,-0.159,31,0.064
133395,NEW YORK,36,103,SUFFOLK,JAMESPORT,Thunderstorm Wind,C,7,8,2008,7,2008,8,Thunderstorm,2008-08-06,NA,NA,NA,-0.022,-0.139,-0.312,NA,NA,NA,6,0.064
133395,NEW YORK,36,103,SUFFOLK,JAMESPORT,Thunderstorm Wind,C,7,8,2008,7,2008,8,Thunderstorm,2008-08-22,NA,NA,NA,-0.064,-0.016,-0.083,NA,NA,NA,22,0.064
131186,NEW YORK,36,59,NASSAU,JERICHO,Flash Flood,C,15,8,2008,15,2008,8,Flood,2008-08-15,0.161,0.397,0.177,0.039,0.045,-0.052,0.368,0.205,0.086,15,0.064
131186,NEW YORK,36,59,NASSAU,JERICHO,Flash Flood,C,15,8,2008,15,2008,8,Flood,2008-08-31,0.222,0.431,0.464,0.035,0.085,-0.08,0.433,0.034,-0.159,31,0.064
131186,NEW YORK,36,59,NASSAU,JERICHO,Flash Flood,C,15,8,2008,15,2008,8,Flood,2008-08-06,NA,NA,NA,-0.022,-0.139,-0.312,NA,NA,NA,6,0.064
131186,NEW YORK,36,59,NASSAU,JERICHO,Flash Flood,C,15,8,2008,15,2008,8,Flood,2008-08-22,NA,NA,NA,-0.064,-0.016,-0.083,NA,NA,NA,22,0.064
133365,NEW YORK,36,103,SUFFOLK,CENTERPORT,Hail,C,7,8,2008,7,2008,8,Thunderstorm,2008-08-15,0.161,0.397,0.177,0.039,0.045,-0.052,0.368,0.205,0.086,15,0.064
133365,NEW YORK,36,103,SUFFOLK,CENTERPORT,Hail,C,7,8,2008,7,2008,8,Thunderstorm,2008-08-31,0.222,0.431,0.464,0.035,0.085,-0.08,0.433,0.034,-0.159,31,0.064
133365,NEW YORK,36,103,SUFFOLK,CENTERPORT,Hail,C,7,8,2008,7,2008,8,Thunderstorm,2008-08-06,NA,NA,NA,-0.022,-0.139,-0.312,NA,NA,NA,6,0.064
133365,NEW YORK,36,103,SUFFOLK,CENTERPORT,Hail,C,7,8,2008,7,2008,8,Thunderstorm,2008-08-22,NA,NA,NA,-0.064,-0.016,-0.083,NA,NA,NA,22,0.064
133382,NEW YORK,36,103,SUFFOLK,UPTON,Hail,C,7,8,2008,7,2008,8,Thunderstorm,2008-08-15,0.161,0.397,0.177,0.039,0.045,-0.052,0.368,0.205,0.086,15,0.064
133382,NEW YORK,36,103,SUFFOLK,UPTON,Hail,C,7,8,2008,7,2008,8,Thunderstorm,2008-08-31,0.222,0.431,0.464,0.035,0.085,-0.08,0.433,0.034,-0.159,31,0.064
133382,NEW YORK,36,103,SUFFOLK,UPTON,Hail,C,7,8,2008,7,2008,8,Thunderstorm,2008-08-06,NA,NA,NA,-0.022,-0.139,-0.312,NA,NA,NA,6,0.064
133382,NEW YORK,36,103,SUFFOLK,UPTON,Hail,C,7,8,2008,7,2008,8,Thunderstorm,2008-08-22,NA,NA,NA,-0.064,-0.016,-0.083,NA,NA,NA,22,0.064
130462,NEW YORK,36,103,SUFFOLK,HALESITE,Flash Flood,C,7,8,2008,7,2008,8,Flood,2008-08-15,0.161,0.397,0.177,0.039,0.045,-0.052,0.368,0.205,0.086,15,0.064
130462,NEW YORK,36,103,SUFFOLK,HALESITE,Flash Flood,C,7,8,2008,7,2008,8,Flood,2008-08-31,0.222,0.431,0.464,0.035,0.085,-0.08,0.433,0.034,-0.159,31,0.064
130462,NEW YORK,36,103,SUFFOLK,HALESITE,Flash Flood,C,7,8,2008,7,2008,8,Flood,2008-08-06,NA,NA,NA,-0.022,-0.139,-0.312,NA,NA,NA,6,0.064
130462,NEW YORK,36,103,SUFFOLK,HALESITE,Flash Flood,C,7,8,2008,7,2008,8,Flood,2008-08-22,NA,NA,NA,-0.064,-0.016,-0.083,NA,NA,NA,22,0.064
131117,NEW YORK,36,103,SUFFOLK,HALESITE,Flash Flood,C,11,8,2008,11,2008,8,Flood,2008-08-15,0.161,0.397,0.177,0.039,0.045,-0.052,0.368,0.205,0.086,15,0.064
131117,NEW YORK,36,103,SUFFOLK,HALESITE,Flash Flood,C,11,8,2008,11,2008,8,Flood,2008-08-31,0.222,0.431,0.464,0.035,0.085,-0.08,0.433,0.034,-0.159,31,0.064
131117,NEW YORK,36,103,SUFFOLK,HALESITE,Flash Flood,C,11,8,2008,11,2008,8,Flood,2008-08-06,NA,NA,NA,-0.022,-0.139,-0.312,NA,NA,NA,6,0.064
131117,NEW YORK,36,103,SUFFOLK,HALESITE,Flash Flood,C,11,8,2008,11,2008,8,Flood,2008-08-22,NA,NA,NA,-0.064,-0.016,-0.083,NA,NA,NA,22,0.064
133561,NEW YORK,36,81,QUEENS,FLUSHING ARPT,Thunderstorm Wind,C,11,8,2008,11,2008,8,Thunderstorm,2008-08-15,0.161,0.397,0.177,0.039,0.045,-0.052,0.368,0.205,0.086,15,0.064
133561,NEW YORK,36,81,QUEENS,FLUSHING ARPT,Thunderstorm Wind,C,11,8,2008,11,2008,8,Thunderstorm,2008-08-31,0.222,0.431,0.464,0.035,0.085,-0.08,0.433,0.034,-0.159,31,0.064
133561,NEW YORK,36,81,QUEENS,FLUSHING ARPT,Thunderstorm Wind,C,11,8,2008,11,2008,8,Thunderstorm,2008-08-06,NA,NA,NA,-0.022,-0.139,-0.312,NA,NA,NA,6,0.064
133561,NEW YORK,36,81,QUEENS,FLUSHING ARPT,Thunderstorm Wind,C,11,8,2008,11,2008,8,Thunderstorm,2008-08-22,NA,NA,NA,-0.064,-0.016,-0.083,NA,NA,NA,22,0.064
133563,NEW YORK,36,59,NASSAU,BAYVILLE,Thunderstorm Wind,C,11,8,2008,11,2008,8,Thunderstorm,2008-08-15,0.161,0.397,0.177,0.039,0.045,-0.052,0.368,0.205,0.086,15,0.064
133563,NEW YORK,36,59,NASSAU,BAYVILLE,Thunderstorm Wind,C,11,8,2008,11,2008,8,Thunderstorm,2008-08-31,0.222,0.431,0.464,0.035,0.085,-0.08,0.433,0.034,-0.159,31,0.064
133563,NEW YORK,36,59,NASSAU,BAYVILLE,Thunderstorm Wind,C,11,8,2008,11,2008,8,Thunderstorm,2008-08-06,NA,NA,NA,-0.022,-0.139,-0.312,NA,NA,NA,6,0.064
133563,NEW YORK,36,59,NASSAU,BAYVILLE,Thunderstorm Wind,C,11,8,2008,11,2008,8,Thunderstorm,2008-08-22,NA,NA,NA,-0.064,-0.016,-0.083,NA,NA,NA,22,0.064
133556,NEW YORK,36,103,SUFFOLK,EAST SETAUKET,Hail,C,11,8,2008,11,2008,8,Thunderstorm,2008-08-15,0.161,0.397,0.177,0.039,0.045,-0.052,0.368,0.205,0.086,15,0.064
133556,NEW YORK,36,103,SUFFOLK,EAST SETAUKET,Hail,C,11,8,2008,11,2008,8,Thunderstorm,2008-08-31,0.222,0.431,0.464,0.035,0.085,-0.08,0.433,0.034,-0.159,31,0.064
133556,NEW YORK,36,103,SUFFOLK,EAST SETAUKET,Hail,C,11,8,2008,11,2008,8,Thunderstorm,2008-08-06,NA,NA,NA,-0.022,-0.139,-0.312,NA,NA,NA,6,0.064
133556,NEW YORK,36,103,SUFFOLK,EAST SETAUKET,Hail,C,11,8,2008,11,2008,8,Thunderstorm,2008-08-22,NA,NA,NA,-0.064,-0.016,-0.083,NA,NA,NA,22,0.064
133370,NEW YORK,36,59,NASSAU,HICKSVILLE,Hail,C,7,8,2008,7,2008,8,Thunderstorm,2008-08-15,0.161,0.397,0.177,0.039,0.045,-0.052,0.368,0.205,0.086,15,0.064
133370,NEW YORK,36,59,NASSAU,HICKSVILLE,Hail,C,7,8,2008,7,2008,8,Thunderstorm,2008-08-31,0.222,0.431,0.464,0.035,0.085,-0.08,0.433,0.034,-0.159,31,0.064
133370,NEW YORK,36,59,NASSAU,HICKSVILLE,Hail,C,7,8,2008,7,2008,8,Thunderstorm,2008-08-06,NA,NA,NA,-0.022,-0.139,-0.312,NA,NA,NA,6,0.064
133370,NEW YORK,36,59,NASSAU,HICKSVILLE,Hail,C,7,8,2008,7,2008,8,Thunderstorm,2008-08-22,NA,NA,NA,-0.064,-0.016,-0.083,NA,NA,NA,22,0.064
133373,NEW YORK,36,103,SUFFOLK,CENTEREACH,Hail,C,7,8,2008,7,2008,8,Thunderstorm,2008-08-15,0.161,0.397,0.177,0.039,0.045,-0.052,0.368,0.205,0.086,15,0.064
133373,NEW YORK,36,103,SUFFOLK,CENTEREACH,Hail,C,7,8,2008,7,2008,8,Thunderstorm,2008-08-31,0.222,0.431,0.464,0.035,0.085,-0.08,0.433,0.034,-0.159,31,0.064
133373,NEW YORK,36,103,SUFFOLK,CENTEREACH,Hail,C,7,8,2008,7,2008,8,Thunderstorm,2008-08-06,NA,NA,NA,-0.022,-0.139,-0.312,NA,NA,NA,6,0.064
133373,NEW YORK,36,103,SUFFOLK,CENTEREACH,Hail,C,7,8,2008,7,2008,8,Thunderstorm,2008-08-22,NA,NA,NA,-0.064,-0.016,-0.083,NA,NA,NA,22,0.064
133374,NEW YORK,36,103,SUFFOLK,MATTITUCK,Hail,C,7,8,2008,7,2008,8,Thunderstorm,2008-08-15,0.161,0.397,0.177,0.039,0.045,-0.052,0.368,0.205,0.086,15,0.064
133374,NEW YORK,36,103,SUFFOLK,MATTITUCK,Hail,C,7,8,2008,7,2008,8,Thunderstorm,2008-08-31,0.222,0.431,0.464,0.035,0.085,-0.08,0.433,0.034,-0.159,31,0.064
133374,NEW YORK,36,103,SUFFOLK,MATTITUCK,Hail,C,7,8,2008,7,2008,8,Thunderstorm,2008-08-06,NA,NA,NA,-0.022,-0.139,-0.312,NA,NA,NA,6,0.064
133374,NEW YORK,36,103,SUFFOLK,MATTITUCK,Hail,C,7,8,2008,7,2008,8,Thunderstorm,2008-08-22,NA,NA,NA,-0.064,-0.016,-0.083,NA,NA,NA,22,0.064
133375,NEW YORK,36,103,SUFFOLK,RIDGE,Hail,C,7,8,2008,7,2008,8,Thunderstorm,2008-08-15,0.161,0.397,0.177,0.039,0.045,-0.052,0.368,0.205,0.086,15,0.064
133375,NEW YORK,36,103,SUFFOLK,RIDGE,Hail,C,7,8,2008,7,2008,8,Thunderstorm,2008-08-31,0.222,0.431,0.464,0.035,0.085,-0.08,0.433,0.034,-0.159,31,0.064
133375,NEW YORK,36,103,SUFFOLK,RIDGE,Hail,C,7,8,2008,7,2008,8,Thunderstorm,2008-08-06,NA,NA,NA,-0.022,-0.139,-0.312,NA,NA,NA,6,0.064
133375,NEW YORK,36,103,SUFFOLK,RIDGE,Hail,C,7,8,2008,7,2008,8,Thunderstorm,2008-08-22,NA,NA,NA,-0.064,-0.016,-0.083,NA,NA,NA,22,0.064
133387,NEW YORK,36,103,SUFFOLK,SOUTH MANOR,Hail,C,7,8,2008,7,2008,8,Thunderstorm,2008-08-15,0.161,0.397,0.177,0.039,0.045,-0.052,0.368,0.205,0.086,15,0.064
133387,NEW YORK,36,103,SUFFOLK,SOUTH MANOR,Hail,C,7,8,2008,7,2008,8,Thunderstorm,2008-08-31,0.222,0.431,0.464,0.035,0.085,-0.08,0.433,0.034,-0.159,31,0.064
133387,NEW YORK,36,103,SUFFOLK,SOUTH MANOR,Hail,C,7,8,2008,7,2008,8,Thunderstorm,2008-08-06,NA,NA,NA,-0.022,-0.139,-0.312,NA,NA,NA,6,0.064
133387,NEW YORK,36,103,SUFFOLK,SOUTH MANOR,Hail,C,7,8,2008,7,2008,8,Thunderstorm,2008-08-22,NA,NA,NA,-0.064,-0.016,-0.083,NA,NA,NA,22,0.064
133391,NEW YORK,36,103,SUFFOLK,MANORVILLE,Hail,C,7,8,2008,7,2008,8,Thunderstorm,2008-08-15,0.161,0.397,0.177,0.039,0.045,-0.052,0.368,0.205,0.086,15,0.064
133391,NEW YORK,36,103,SUFFOLK,MANORVILLE,Hail,C,7,8,2008,7,2008,8,Thunderstorm,2008-08-31,0.222,0.431,0.464,0.035,0.085,-0.08,0.433,0.034,-0.159,31,0.064
133391,NEW YORK,36,103,SUFFOLK,MANORVILLE,Hail,C,7,8,2008,7,2008,8,Thunderstorm,2008-08-06,NA,NA,NA,-0.022,-0.139,-0.312,NA,NA,NA,6,0.064
133391,NEW YORK,36,103,SUFFOLK,MANORVILLE,Hail,C,7,8,2008,7,2008,8,Thunderstorm,2008-08-22,NA,NA,NA,-0.064,-0.016,-0.083,NA,NA,NA,22,0.064
133392,NEW YORK,36,103,SUFFOLK,RIDGE,Hail,C,7,8,2008,7,2008,8,Thunderstorm,2008-08-15,0.161,0.397,0.177,0.039,0.045,-0.052,0.368,0.205,0.086,15,0.064
133392,NEW YORK,36,103,SUFFOLK,RIDGE,Hail,C,7,8,2008,7,2008,8,Thunderstorm,2008-08-31,0.222,0.431,0.464,0.035,0.085,-0.08,0.433,0.034,-0.159,31,0.064
133392,NEW YORK,36,103,SUFFOLK,RIDGE,Hail,C,7,8,2008,7,2008,8,Thunderstorm,2008-08-06,NA,NA,NA,-0.022,-0.139,-0.312,NA,NA,NA,6,0.064
133392,NEW YORK,36,103,SUFFOLK,RIDGE,Hail,C,7,8,2008,7,2008,8,Thunderstorm,2008-08-22,NA,NA,NA,-0.064,-0.016,-0.083,NA,NA,NA,22,0.064
133396,NEW YORK,36,103,SUFFOLK,SOUTH MANOR,Thunderstorm Wind,C,7,8,2008,7,2008,8,Thunderstorm,2008-08-15,0.161,0.397,0.177,0.039,0.045,-0.052,0.368,0.205,0.086,15,0.064
133396,NEW YORK,36,103,SUFFOLK,SOUTH MANOR,Thunderstorm Wind,C,7,8,2008,7,2008,8,Thunderstorm,2008-08-31,0.222,0.431,0.464,0.035,0.085,-0.08,0.433,0.034,-0.159,31,0.064
133396,NEW YORK,36,103,SUFFOLK,SOUTH MANOR,Thunderstorm Wind,C,7,8,2008,7,2008,8,Thunderstorm,2008-08-06,NA,NA,NA,-0.022,-0.139,-0.312,NA,NA,NA,6,0.064
133396,NEW YORK,36,103,SUFFOLK,SOUTH MANOR,Thunderstorm Wind,C,7,8,2008,7,2008,8,Thunderstorm,2008-08-22,NA,NA,NA,-0.064,-0.016,-0.083,NA,NA,NA,22,0.064
133516,NEW YORK,36,103,SUFFOLK,RIDGE,Hail,C,7,8,2008,7,2008,8,Thunderstorm,2008-08-15,0.161,0.397,0.177,0.039,0.045,-0.052,0.368,0.205,0.086,15,0.064
133516,NEW YORK,36,103,SUFFOLK,RIDGE,Hail,C,7,8,2008,7,2008,8,Thunderstorm,2008-08-31,0.222,0.431,0.464,0.035,0.085,-0.08,0.433,0.034,-0.159,31,0.064
133516,NEW YORK,36,103,SUFFOLK,RIDGE,Hail,C,7,8,2008,7,2008,8,Thunderstorm,2008-08-06,NA,NA,NA,-0.022,-0.139,-0.312,NA,NA,NA,6,0.064
133516,NEW YORK,36,103,SUFFOLK,RIDGE,Hail,C,7,8,2008,7,2008,8,Thunderstorm,2008-08-22,NA,NA,NA,-0.064,-0.016,-0.083,NA,NA,NA,22,0.064
130735,NEW YORK,36,59,NASSAU,HARBOR HILLS,Flash Flood,C,11,8,2008,11,2008,8,Flood,2008-08-15,0.161,0.397,0.177,0.039,0.045,-0.052,0.368,0.205,0.086,15,0.064
130735,NEW YORK,36,59,NASSAU,HARBOR HILLS,Flash Flood,C,11,8,2008,11,2008,8,Flood,2008-08-31,0.222,0.431,0.464,0.035,0.085,-0.08,0.433,0.034,-0.159,31,0.064
130735,NEW YORK,36,59,NASSAU,HARBOR HILLS,Flash Flood,C,11,8,2008,11,2008,8,Flood,2008-08-06,NA,NA,NA,-0.022,-0.139,-0.312,NA,NA,NA,6,0.064
130735,NEW YORK,36,59,NASSAU,HARBOR HILLS,Flash Flood,C,11,8,2008,11,2008,8,Flood,2008-08-22,NA,NA,NA,-0.064,-0.016,-0.083,NA,NA,NA,22,0.064
130744,NEW YORK,36,59,NASSAU,FLOWER HILL,Flash Flood,C,11,8,2008,11,2008,8,Flood,2008-08-15,0.161,0.397,0.177,0.039,0.045,-0.052,0.368,0.205,0.086,15,0.064
130744,NEW YORK,36,59,NASSAU,FLOWER HILL,Flash Flood,C,11,8,2008,11,2008,8,Flood,2008-08-31,0.222,0.431,0.464,0.035,0.085,-0.08,0.433,0.034,-0.159,31,0.064
130744,NEW YORK,36,59,NASSAU,FLOWER HILL,Flash Flood,C,11,8,2008,11,2008,8,Flood,2008-08-06,NA,NA,NA,-0.022,-0.139,-0.312,NA,NA,NA,6,0.064
130744,NEW YORK,36,59,NASSAU,FLOWER HILL,Flash Flood,C,11,8,2008,11,2008,8,Flood,2008-08-22,NA,NA,NA,-0.064,-0.016,-0.083,NA,NA,NA,22,0.064
133371,NEW YORK,36,59,NASSAU,WOODBURY,Hail,C,7,8,2008,7,2008,8,Thunderstorm,2008-08-15,0.161,0.397,0.177,0.039,0.045,-0.052,0.368,0.205,0.086,15,0.064
133371,NEW YORK,36,59,NASSAU,WOODBURY,Hail,C,7,8,2008,7,2008,8,Thunderstorm,2008-08-31,0.222,0.431,0.464,0.035,0.085,-0.08,0.433,0.034,-0.159,31,0.064
133371,NEW YORK,36,59,NASSAU,WOODBURY,Hail,C,7,8,2008,7,2008,8,Thunderstorm,2008-08-06,NA,NA,NA,-0.022,-0.139,-0.312,NA,NA,NA,6,0.064
133371,NEW YORK,36,59,NASSAU,WOODBURY,Hail,C,7,8,2008,7,2008,8,Thunderstorm,2008-08-22,NA,NA,NA,-0.064,-0.016,-0.083,NA,NA,NA,22,0.064
